[[[5651541835.0], [8.5], [1161115039.0], [122.0], [1.4924774e+18], [-0.4336934232888889]]],0.3145161290322581
,-0.15673120319843292
[[[5651541928.0], [7.5], [1161115039.0], [122.0], [1.492477401e+18], [-0.4334156455111111]]],0.040322580645161386
,-0.15673120319843292
[[[5651542460.0], [5.0], [1161115039.0], [122.0], [1.492477403e+18], [-0.4328600899555556]]],-0.6451612903225805
,-0.15673120319843292
[[[5651542462.0], [4.0], [1161115039.0], [122.0], [1.492477404e+18], [-0.43258231217777776]]],-0.9193548387096773
,-0.15673120319843292
[[[5651550136.0], [5.0], [1161115039.0], [122.0], [1.492477579e+18], [-0.38397120106666666]]],-0.6451612903225805
,-0.15673120319843292
[[[5651550139.0], [6.0], [1161115039.0], [122.0], [1.492477579e+18], [-0.38397120106666666]]],-0.3709677419354837
,-0.15673120319843292
[[[5651550142.0], [7.0], [1161115039.0], [122.0], [1.49247758e+18], [-0.3836934232888889]]],-0.09677419354838698
,-0.15673120319843292
[[[5651550235.0], [8.5], [1161115039.0], [122.0], [1.492477581e+18], [-0.3834156455111111]]],0.3145161290322581
,-0.15673120319843292
[[[5651550241.0], [11.0], [1161115039.0], [122.0], [1.492477583e+18], [-0.38286008995555554]]],1.0
,-0.15673120319843292
[[[5651541835.0], [8.5], [1161115039.0], [122.0], [1.4924774e+18], [-0.4336934232888889]]],0.3145161290322581
,-0.15673120319843292
[[[5651541928.0], [7.5], [1161115039.0], [122.0], [1.492477401e+18], [-0.4334156455111111]]],0.040322580645161386
,-0.15673120319843292
[[[5651542460.0], [5.0], [1161115039.0], [122.0], [1.492477403e+18], [-0.4328600899555556]]],-0.6451612903225805
,-0.15673120319843292
[[[5651542462.0], [4.0], [1161115039.0], [122.0], [1.492477404e+18], [-0.43258231217777776]]],-0.9193548387096773
,-0.15673120319843292
[[[5651550136.0], [5.0], [1161115039.0], [122.0], [1.492477579e+18], [-0.38397120106666666]]],-0.6451612903225805
,-0.15673120319843292
[[[5651550139.0], [6.0], [1161115039.0], [122.0], [1.492477579e+18], [-0.38397120106666666]]],-0.3709677419354837
,-0.15673120319843292
[[[5651550142.0], [7.0], [1161115039.0], [122.0], [1.49247758e+18], [-0.3836934232888889]]],-0.09677419354838698
,-0.15673120319843292
[[[5651550235.0], [8.5], [1161115039.0], [122.0], [1.492477581e+18], [-0.3834156455111111]]],0.3145161290322581
,-0.15673120319843292
[[[5651550241.0], [11.0], [1161115039.0], [122.0], [1.492477583e+18], [-0.38286008995555554]]],1.0
,-0.15673120319843292
[[[5651551308.0], [10.0], [1161115039.0], [122.0], [1.492477611e+18], [-0.37508231217777777]]],0.7258064516129032
,-0.15673120319843292
[[[5651552381.0], [9.0], [1161115039.0], [122.0], [1.492477636e+18], [-0.36813786773333335]]],0.4516129032258065
,-0.15673120319843292
[[[5651561726.0], [6.5], [1161115039.0], [122.0], [1.49247782e+18], [-0.31702675662222224]]],-0.23387096774193536
,-0.15673120319843292
[[[5651561831.0], [5.0], [1161115039.0], [122.0], [1.492477822e+18], [-0.31647120106666665]]],-0.6451612903225805
,-0.15673120319843292
[[[5651561833.0], [4.0], [1161115039.0], [122.0], [1.492477823e+18], [-0.3161934232888889]]],-0.9193548387096773
,-0.15673120319843292
[[[5651570002.0], [5.0], [1161115039.0], [122.0], [1.492477998e+18], [-0.2675823121777778]]],-0.6451612903225805
,-0.15673120319843292
[[[5651570008.0], [7.0], [1161115039.0], [122.0], [1.492478e+18], [-0.26702675662222225]]],-0.09677419354838698
,-0.15673120319843292
[[[5651570504.0], [8.5], [1161115039.0], [122.0], [1.492478e+18], [-0.26702675662222225]]],0.3145161290322581
,-0.15673120319843292
[[[5651570506.0], [9.5], [1161115039.0], [122.0], [1.492478001e+18], [-0.26674897884444443]]],0.5887096774193549
,-0.15673120319843292
[[[5651570509.0], [11.0], [1161115039.0], [122.0], [1.492478002e+18], [-0.26647120106666666]]],1.0
,-0.15673120319843292
[[[5651571379.0], [10.0], [1161115039.0], [122.0], [1.49247803e+18], [-0.2586934232888889]]],0.7258064516129032
,-0.15673120319843292
[[[5651572366.0], [9.0], [1161115039.0], [122.0], [1.492478051e+18], [-0.25286008995555553]]],0.4516129032258065
,-0.15673120319843292
[[[5651580763.0], [7.5], [1161115039.0], [122.0], [1.492478239e+18], [-0.20063786773333334]]],0.040322580645161386
,-0.15673120319843292
[[[5651580859.0], [6.5], [1161115039.0], [122.0], [1.492478239e+18], [-0.20063786773333334]]],-0.23387096774193536
,-0.15673120319843292
[[[5651580866.0], [5.0], [1161115039.0], [122.0], [1.492478241e+18], [-0.20008231217777778]]],-0.6451612903225805
,-0.15673120319843292
[[[5651590639.0], [5.0], [1161115039.0], [122.0], [1.492478417e+18], [-0.15119342328888888]]],-0.6451612903225805
,-0.15673120319843292
[[[5651590642.0], [6.0], [1161115039.0], [122.0], [1.492478418e+18], [-0.1509156455111111]]],-0.3709677419354837
,-0.15673120319843292
[[[5651590682.0], [8.5], [1161115039.0], [122.0], [1.492478419e+18], [-0.15063786773333335]]],0.3145161290322581
,-0.15673120319843292
[[[5651590685.0], [9.5], [1161115039.0], [122.0], [1.49247842e+18], [-0.15036008995555555]]],0.5887096774193549
,-0.15673120319843292
[[[5651590688.0], [11.0], [1161115039.0], [122.0], [1.492478421e+18], [-0.1500823121777778]]],1.0
,-0.15673120319843292
[[[5651597890.0], [7.5], [1161115039.0], [122.0], [1.492478586e+18], [-0.10424897884444445]]],0.040322580645161386
,-0.15673120319843292
[[[5651597892.0], [6.5], [1161115039.0], [122.0], [1.492478586e+18], [-0.10424897884444445]]],-0.23387096774193536
,-0.15673120319843292
[[[5651597960.0], [5.0], [1161115039.0], [122.0], [1.492478588e+18], [-0.10369342328888889]]],-0.6451612903225805
,-0.15673120319843292
[[[5651597964.0], [4.0], [1161115039.0], [122.0], [1.492478589e+18], [-0.10341564551111111]]],-0.9193548387096773
,-0.15673120319843292
[[[5651606376.0], [5.0], [1161115039.0], [122.0], [1.492478764e+18], [-0.0548045344]]],-0.6451612903225805
,-0.15673120319843292
[[[5651606383.0], [7.0], [1161115039.0], [122.0], [1.492478765e+18], [-0.05452675662222222]]],-0.09677419354838698
,-0.15673120319843292
[[[5651606380.0], [6.0], [1161115039.0], [122.0], [1.492478765e+18], [-0.05452675662222222]]],-0.3709677419354837
,-0.15673120319843292
[[[5651606476.0], [8.0], [1161115039.0], [122.0], [1.492478766e+18], [-0.05424897884444444]]],0.17741935483870977
,-0.15673120319843292
[[[5651606479.0], [9.0], [1161115039.0], [122.0], [1.492478767e+18], [-0.05397120106666667]]],0.4516129032258065
,-0.15673120319843292
[[[5651607909.0], [9.5], [1161115039.0], [122.0], [1.492478802e+18], [-0.044248978844444446]]],0.5887096774193549
,-0.15673120319843292
[[[5651621619.0], [8.5], [1161115039.0], [122.0], [1.492479108e+18], [0.04075102115555555]]],0.3145161290322581
,-0.15673120319843292
[[[5651621753.0], [6.5], [1161115039.0], [122.0], [1.492479109e+18], [0.04102879893333333]]],-0.23387096774193536
,-0.15673120319843292
[[[5651621757.0], [5.0], [1161115039.0], [122.0], [1.492479111e+18], [0.04158435448888889]]],-0.6451612903225805
,-0.15673120319843292
[[[5651621854.0], [4.0], [1161115039.0], [122.0], [1.492479112e+18], [0.041862132266666664]]],-0.9193548387096773
,-0.15673120319843292
[[[5651629865.0], [5.0], [1161115039.0], [122.0], [1.492479287e+18], [0.09047324337777778]]],-0.6451612903225805
,-0.15673120319843292
[[[5651629869.0], [6.0], [1161115039.0], [122.0], [1.492479288e+18], [0.09075102115555556]]],-0.3709677419354837
,-0.15673120319843292
[[[5651629872.0], [7.5], [1161115039.0], [122.0], [1.492479288e+18], [0.09075102115555556]]],0.040322580645161386
,-0.15673120319843292
[[[5651629875.0], [8.5], [1161115039.0], [122.0], [1.492479289e+18], [0.09102879893333334]]],0.3145161290322581
,-0.15673120319843292
[[[5651629880.0], [11.0], [1161115039.0], [122.0], [1.49247929e+18], [0.09130657671111111]]],1.0
,-0.15673120319843292
[[[5651640529.0], [7.5], [1161115039.0], [122.0], [1.492479503e+18], [0.1504732433777778]]],0.040322580645161386
,-0.15673120319843292
[[[5651640595.0], [6.5], [1161115039.0], [122.0], [1.492479504e+18], [0.15075102115555555]]],-0.23387096774193536
,-0.15673120319843292
[[[5651640598.0], [5.0], [1161115039.0], [122.0], [1.492479505e+18], [0.15102879893333335]]],-0.6451612903225805
,-0.15673120319843292
[[[5651640680.0], [4.0], [1161115039.0], [122.0], [1.492479506e+18], [0.1513065767111111]]],-0.9193548387096773
,-0.15673120319843292
[[[5651649170.0], [5.0], [1161115039.0], [122.0], [1.492479685e+18], [0.20102879893333334]]],-0.6451612903225805
,-0.15673120319843292
[[[5651649172.0], [6.0], [1161115039.0], [122.0], [1.492479686e+18], [0.2013065767111111]]],-0.3709677419354837
,-0.15673120319843292
[[[5651649175.0], [7.0], [1161115039.0], [122.0], [1.492479687e+18], [0.2015843544888889]]],-0.09677419354838698
,-0.15673120319843292
[[[5651649239.0], [8.0], [1161115039.0], [122.0], [1.492479688e+18], [0.20186213226666666]]],0.17741935483870977
,-0.15673120319843292
[[[5651649245.0], [10.0], [1161115039.0], [122.0], [1.492479689e+18], [0.20213991004444445]]],0.7258064516129032
,-0.15673120319843292
[[[5651649242.0], [9.0], [1161115039.0], [122.0], [1.492479689e+18], [0.20213991004444445]]],0.4516129032258065
,-0.15673120319843292
[[[5651649387.0], [11.0], [1161115039.0], [122.0], [1.492479691e+18], [0.2026954656]]],1.0
,-0.15673120319843292
[[[5651650353.0], [10.0], [1161115039.0], [122.0], [1.492479714e+18], [0.2090843544888889]]],0.7258064516129032
,-0.15673120319843292
[[[5651651142.0], [9.0], [1161115039.0], [122.0], [1.492479734e+18], [0.21463991004444444]]],0.4516129032258065
,-0.15673120319843292
[[[5651656421.0], [7.5], [1161115039.0], [122.0], [1.492479862e+18], [0.2501954656]]],0.040322580645161386
,-0.15673120319843292
[[[5651656423.0], [6.5], [1161115039.0], [122.0], [1.492479863e+18], [0.25047324337777777]]],-0.23387096774193536
,-0.15673120319843292
[[[5651656481.0], [5.0], [1161115039.0], [122.0], [1.492479864e+18], [0.25075102115555553]]],-0.6451612903225805
,-0.15673120319843292
[[[5651656483.0], [4.0], [1161115039.0], [122.0], [1.492479865e+18], [0.25102879893333335]]],-0.9193548387096773
,-0.15673120319843292
[[[5651671445.0], [5.0], [1161115039.0], [122.0], [1.492480041e+18], [0.2999176878222222]]],-0.6451612903225805
,-0.15673120319843292
[[[5651671449.0], [7.0], [1161115039.0], [122.0], [1.492480042e+18], [0.3001954656]]],-0.09677419354838698
,-0.15673120319843292
[[[5651671446.0], [6.0], [1161115039.0], [122.0], [1.492480042e+18], [0.3001954656]]],-0.3709677419354837
,-0.15673120319843292
[[[5651671455.0], [9.0], [1161115039.0], [122.0], [1.492480044e+18], [0.3007510211555556]]],0.4516129032258065
,-0.15673120319843292
[[[5651671458.0], [10.0], [1161115039.0], [122.0], [1.492480045e+18], [0.30102879893333334]]],0.7258064516129032
,-0.15673120319843292
[[[5651671461.0], [11.0], [1161115039.0], [122.0], [1.492480046e+18], [0.3013065767111111]]],1.0
,-0.15673120319843292
[[[5651671464.0], [10.0], [1161115039.0], [122.0], [1.492480068e+18], [0.30741768782222223]]],0.7258064516129032
,-0.15673120319843292
[[[5651671511.0], [9.0], [1161115039.0], [122.0], [1.492480087e+18], [0.3126954656]]],0.4516129032258065
,-0.15673120319843292
[[[5651673645.0], [7.5], [1161115039.0], [122.0], [1.492480265e+18], [0.36213991004444446]]],0.040322580645161386
,-0.15673120319843292
[[[5651673746.0], [5.0], [1161115039.0], [122.0], [1.492480267e+18], [0.3626954656]]],-0.6451612903225805
,-0.15673120319843292
[[[5651681073.0], [5.0], [1161115039.0], [122.0], [1.492480443e+18], [0.4115843544888889]]],-0.6451612903225805
,-0.15673120319843292
[[[5651681074.0], [6.0], [1161115039.0], [122.0], [1.492480444e+18], [0.4118621322666667]]],-0.3709677419354837
,-0.15673120319843292
[[[5651681077.0], [7.0], [1161115039.0], [122.0], [1.492480445e+18], [0.41213991004444445]]],-0.09677419354838698
,-0.15673120319843292
[[[5651681191.0], [8.0], [1161115039.0], [122.0], [1.492480445e+18], [0.41213991004444445]]],0.17741935483870977
,-0.15673120319843292
[[[5651681196.0], [9.0], [1161115039.0], [122.0], [1.492480446e+18], [0.4124176878222222]]],0.4516129032258065
,-0.15673120319843292
[[[5651683195.0], [9.5], [1161115039.0], [122.0], [1.49248048e+18], [0.4218621322666667]]],0.5887096774193549
,-0.15673120319843292
[[[5651689562.0], [5.5], [1161115039.0], [122.0], [1.492480636e+18], [0.4651954656]]],-0.5080645161290321
,-0.15673120319843292
[[[5651689571.0], [4.0], [1161115039.0], [122.0], [1.492480638e+18], [0.46575102115555556]]],-0.9193548387096773
,-0.15673120319843292
